wpp,file_group,VarID,Variant,col_name
1998,Fertility_by_Age,2,Medium,LocID
1998,Fertility_by_Age,2,Medium,Location
1998,Fertility_by_Age,2,Medium,Time
1998,Fertility_by_Age,2,Medium,MidPeriod
1998,Fertility_by_Age,2,Medium,AgeGrp
1998,Fertility_by_Age,2,Medium,AgeGrpStart
1998,Fertility_by_Age,2,Medium,AgeGrpSpan
1998,Fertility_by_Age,2,Medium,ASFR
1998,Fertility_by_Age,2,Medium,Births
1998,Fertility_by_Age,2,Medium,PASFR
1998,Fertility_by_Age,3,High,LocID
1998,Fertility_by_Age,3,High,Location
1998,Fertility_by_Age,3,High,Time
1998,Fertility_by_Age,3,High,MidPeriod
1998,Fertility_by_Age,3,High,AgeGrp
1998,Fertility_by_Age,3,High,AgeGrpStart
1998,Fertility_by_Age,3,High,AgeGrpSpan
1998,Fertility_by_Age,3,High,ASFR
1998,Fertility_by_Age,3,High,Births
1998,Fertility_by_Age,3,High,PASFR
1998,Fertility_by_Age,4,Low,LocID
1998,Fertility_by_Age,4,Low,Location
1998,Fertility_by_Age,4,Low,Time
1998,Fertility_by_Age,4,Low,MidPeriod
1998,Fertility_by_Age,4,Low,AgeGrp
1998,Fertility_by_Age,4,Low,AgeGrpStart
1998,Fertility_by_Age,4,Low,AgeGrpSpan
1998,Fertility_by_Age,4,Low,ASFR
1998,Fertility_by_Age,4,Low,Births
1998,Fertility_by_Age,4,Low,PASFR
1998,Fertility_by_Age,5,Constant fertility,LocID
1998,Fertility_by_Age,5,Constant fertility,Location
1998,Fertility_by_Age,5,Constant fertility,Time
1998,Fertility_by_Age,5,Constant fertility,MidPeriod
1998,Fertility_by_Age,5,Constant fertility,AgeGrp
1998,Fertility_by_Age,5,Constant fertility,AgeGrpStart
1998,Fertility_by_Age,5,Constant fertility,AgeGrpSpan
1998,Fertility_by_Age,5,Constant fertility,ASFR
1998,Fertility_by_Age,5,Constant fertility,Births
1998,Fertility_by_Age,5,Constant fertility,PASFR
1998,Period_Indicators,2,Medium,LocID
1998,Period_Indicators,2,Medium,Location
1998,Period_Indicators,2,Medium,Time
1998,Period_Indicators,2,Medium,MidPeriod
1998,Period_Indicators,2,Medium,TFR
1998,Period_Indicators,2,Medium,NRR
1998,Period_Indicators,2,Medium,CBR
1998,Period_Indicators,2,Medium,Births
1998,Period_Indicators,2,Medium,LEx
1998,Period_Indicators,2,Medium,LExMale
1998,Period_Indicators,2,Medium,LExFemale
1998,Period_Indicators,2,Medium,IMR
1998,Period_Indicators,2,Medium,Q5
1998,Period_Indicators,2,Medium,CDR
1998,Period_Indicators,2,Medium,Deaths
1998,Period_Indicators,2,Medium,DeathsMale
1998,Period_Indicators,2,Medium,DeathsFemale
1998,Period_Indicators,2,Medium,CNMR
1998,Period_Indicators,2,Medium,NetMigrations
1998,Period_Indicators,2,Medium,GrowthRate
1998,Period_Indicators,2,Medium,NatIncr
1998,Period_Indicators,2,Medium,SRB
1998,Period_Indicators,2,Medium,MAC
1998,Period_Indicators,3,High,LocID
1998,Period_Indicators,3,High,Location
1998,Period_Indicators,3,High,Time
1998,Period_Indicators,3,High,MidPeriod
1998,Period_Indicators,3,High,TFR
1998,Period_Indicators,3,High,NRR
1998,Period_Indicators,3,High,CBR
1998,Period_Indicators,3,High,Births
1998,Period_Indicators,3,High,LEx
1998,Period_Indicators,3,High,LExMale
1998,Period_Indicators,3,High,LExFemale
1998,Period_Indicators,3,High,IMR
1998,Period_Indicators,3,High,Q5
1998,Period_Indicators,3,High,CDR
1998,Period_Indicators,3,High,Deaths
1998,Period_Indicators,3,High,DeathsMale
1998,Period_Indicators,3,High,DeathsFemale
1998,Period_Indicators,3,High,CNMR
1998,Period_Indicators,3,High,NetMigrations
1998,Period_Indicators,3,High,GrowthRate
1998,Period_Indicators,3,High,NatIncr
1998,Period_Indicators,3,High,SRB
1998,Period_Indicators,3,High,MAC
1998,Period_Indicators,4,Low,LocID
1998,Period_Indicators,4,Low,Location
1998,Period_Indicators,4,Low,Time
1998,Period_Indicators,4,Low,MidPeriod
1998,Period_Indicators,4,Low,TFR
1998,Period_Indicators,4,Low,NRR
1998,Period_Indicators,4,Low,CBR
1998,Period_Indicators,4,Low,Births
1998,Period_Indicators,4,Low,LEx
1998,Period_Indicators,4,Low,LExMale
1998,Period_Indicators,4,Low,LExFemale
1998,Period_Indicators,4,Low,IMR
1998,Period_Indicators,4,Low,Q5
1998,Period_Indicators,4,Low,CDR
1998,Period_Indicators,4,Low,Deaths
1998,Period_Indicators,4,Low,DeathsMale
1998,Period_Indicators,4,Low,DeathsFemale
1998,Period_Indicators,4,Low,CNMR
1998,Period_Indicators,4,Low,NetMigrations
1998,Period_Indicators,4,Low,GrowthRate
1998,Period_Indicators,4,Low,NatIncr
1998,Period_Indicators,4,Low,SRB
1998,Period_Indicators,4,Low,MAC
1998,Period_Indicators,5,Constant fertility,LocID
1998,Period_Indicators,5,Constant fertility,Location
1998,Period_Indicators,5,Constant fertility,Time
1998,Period_Indicators,5,Constant fertility,MidPeriod
1998,Period_Indicators,5,Constant fertility,TFR
1998,Period_Indicators,5,Constant fertility,NRR
1998,Period_Indicators,5,Constant fertility,CBR
1998,Period_Indicators,5,Constant fertility,Births
1998,Period_Indicators,5,Constant fertility,LEx
1998,Period_Indicators,5,Constant fertility,LExMale
1998,Period_Indicators,5,Constant fertility,LExFemale
1998,Period_Indicators,5,Constant fertility,IMR
1998,Period_Indicators,5,Constant fertility,Q5
1998,Period_Indicators,5,Constant fertility,CDR
1998,Period_Indicators,5,Constant fertility,Deaths
1998,Period_Indicators,5,Constant fertility,DeathsMale
1998,Period_Indicators,5,Constant fertility,DeathsFemale
1998,Period_Indicators,5,Constant fertility,CNMR
1998,Period_Indicators,5,Constant fertility,NetMigrations
1998,Period_Indicators,5,Constant fertility,GrowthRate
1998,Period_Indicators,5,Constant fertility,NatIncr
1998,Period_Indicators,5,Constant fertility,SRB
1998,Period_Indicators,5,Constant fertility,MAC
1998,PopulationByAgeSex,2,Medium,LocID
1998,PopulationByAgeSex,2,Medium,Location
1998,PopulationByAgeSex,2,Medium,Time
1998,PopulationByAgeSex,2,Medium,MidPeriod
1998,PopulationByAgeSex,2,Medium,AgeGrp
1998,PopulationByAgeSex,2,Medium,AgeGrpStart
1998,PopulationByAgeSex,2,Medium,AgeGrpSpan
1998,PopulationByAgeSex,2,Medium,PopMale
1998,PopulationByAgeSex,2,Medium,PopFemale
1998,PopulationByAgeSex,2,Medium,PopTotal
1998,PopulationByAgeSex,3,High,LocID
1998,PopulationByAgeSex,3,High,Location
1998,PopulationByAgeSex,3,High,Time
1998,PopulationByAgeSex,3,High,MidPeriod
1998,PopulationByAgeSex,3,High,AgeGrp
1998,PopulationByAgeSex,3,High,AgeGrpStart
1998,PopulationByAgeSex,3,High,AgeGrpSpan
1998,PopulationByAgeSex,3,High,PopMale
1998,PopulationByAgeSex,3,High,PopFemale
1998,PopulationByAgeSex,3,High,PopTotal
1998,PopulationByAgeSex,4,Low,LocID
1998,PopulationByAgeSex,4,Low,Location
1998,PopulationByAgeSex,4,Low,Time
1998,PopulationByAgeSex,4,Low,MidPeriod
1998,PopulationByAgeSex,4,Low,AgeGrp
1998,PopulationByAgeSex,4,Low,AgeGrpStart
1998,PopulationByAgeSex,4,Low,AgeGrpSpan
1998,PopulationByAgeSex,4,Low,PopMale
1998,PopulationByAgeSex,4,Low,PopFemale
1998,PopulationByAgeSex,4,Low,PopTotal
1998,PopulationByAgeSex,5,Constant fertility,LocID
1998,PopulationByAgeSex,5,Constant fertility,Location
1998,PopulationByAgeSex,5,Constant fertility,Time
1998,PopulationByAgeSex,5,Constant fertility,MidPeriod
1998,PopulationByAgeSex,5,Constant fertility,AgeGrp
1998,PopulationByAgeSex,5,Constant fertility,AgeGrpStart
1998,PopulationByAgeSex,5,Constant fertility,AgeGrpSpan
1998,PopulationByAgeSex,5,Constant fertility,PopMale
1998,PopulationByAgeSex,5,Constant fertility,PopFemale
1998,PopulationByAgeSex,5,Constant fertility,PopTotal
1998,PopulationByAgeSex,6,Instant replacement,LocID
1998,PopulationByAgeSex,6,Instant replacement,Location
1998,PopulationByAgeSex,6,Instant replacement,Time
1998,PopulationByAgeSex,6,Instant replacement,MidPeriod
1998,PopulationByAgeSex,6,Instant replacement,AgeGrp
1998,PopulationByAgeSex,6,Instant replacement,AgeGrpStart
1998,PopulationByAgeSex,6,Instant replacement,AgeGrpSpan
1998,PopulationByAgeSex,6,Instant replacement,PopMale
1998,PopulationByAgeSex,6,Instant replacement,PopFemale
1998,PopulationByAgeSex,6,Instant replacement,PopTotal
1998,PopulationByAgeSex,7,Zero migration,LocID
1998,PopulationByAgeSex,7,Zero migration,Location
1998,PopulationByAgeSex,7,Zero migration,Time
1998,PopulationByAgeSex,7,Zero migration,MidPeriod
1998,PopulationByAgeSex,7,Zero migration,AgeGrp
1998,PopulationByAgeSex,7,Zero migration,AgeGrpStart
1998,PopulationByAgeSex,7,Zero migration,AgeGrpSpan
1998,PopulationByAgeSex,7,Zero migration,PopMale
1998,PopulationByAgeSex,7,Zero migration,PopFemale
1998,PopulationByAgeSex,7,Zero migration,PopTotal
1998,PopulationByAgeSex,8,Constant mortality,LocID
1998,PopulationByAgeSex,8,Constant mortality,Location
1998,PopulationByAgeSex,8,Constant mortality,Time
1998,PopulationByAgeSex,8,Constant mortality,MidPeriod
1998,PopulationByAgeSex,8,Constant mortality,AgeGrp
1998,PopulationByAgeSex,8,Constant mortality,AgeGrpStart
1998,PopulationByAgeSex,8,Constant mortality,AgeGrpSpan
1998,PopulationByAgeSex,8,Constant mortality,PopMale
1998,PopulationByAgeSex,8,Constant mortality,PopFemale
1998,PopulationByAgeSex,8,Constant mortality,PopTotal
1998,PopulationByAgeSex,9,No change,LocID
1998,PopulationByAgeSex,9,No change,Location
1998,PopulationByAgeSex,9,No change,Time
1998,PopulationByAgeSex,9,No change,MidPeriod
1998,PopulationByAgeSex,9,No change,AgeGrp
1998,PopulationByAgeSex,9,No change,AgeGrpStart
1998,PopulationByAgeSex,9,No change,AgeGrpSpan
1998,PopulationByAgeSex,9,No change,PopMale
1998,PopulationByAgeSex,9,No change,PopFemale
1998,PopulationByAgeSex,9,No change,PopTotal
1998,PopulationByAgeSex_5x5,2,Medium,LocID
1998,PopulationByAgeSex_5x5,2,Medium,Location
1998,PopulationByAgeSex_5x5,2,Medium,Time
1998,PopulationByAgeSex_5x5,2,Medium,MidPeriod
1998,PopulationByAgeSex_5x5,2,Medium,AgeGrp
1998,PopulationByAgeSex_5x5,2,Medium,AgeGrpStart
1998,PopulationByAgeSex_5x5,2,Medium,AgeGrpSpan
1998,PopulationByAgeSex_5x5,2,Medium,PopMale
1998,PopulationByAgeSex_5x5,2,Medium,PopFemale
1998,PopulationByAgeSex_5x5,2,Medium,PopTotal
1998,TotalPopulationBySex,2,Medium,LocID
1998,TotalPopulationBySex,2,Medium,Location
1998,TotalPopulationBySex,2,Medium,Time
1998,TotalPopulationBySex,2,Medium,MidPeriod
1998,TotalPopulationBySex,2,Medium,PopTotal
1998,TotalPopulationBySex,3,High,LocID
1998,TotalPopulationBySex,3,High,Location
1998,TotalPopulationBySex,3,High,Time
1998,TotalPopulationBySex,3,High,MidPeriod
1998,TotalPopulationBySex,3,High,PopTotal
1998,TotalPopulationBySex,4,Low,LocID
1998,TotalPopulationBySex,4,Low,Location
1998,TotalPopulationBySex,4,Low,Time
1998,TotalPopulationBySex,4,Low,MidPeriod
1998,TotalPopulationBySex,4,Low,PopTotal
1998,TotalPopulationBySex,5,Constant fertility,LocID
1998,TotalPopulationBySex,5,Constant fertility,Location
1998,TotalPopulationBySex,5,Constant fertility,Time
1998,TotalPopulationBySex,5,Constant fertility,MidPeriod
1998,TotalPopulationBySex,5,Constant fertility,PopTotal
1998,TotalPopulationBySex,6,Instant replacement,LocID
1998,TotalPopulationBySex,6,Instant replacement,Location
1998,TotalPopulationBySex,6,Instant replacement,Time
1998,TotalPopulationBySex,6,Instant replacement,MidPeriod
1998,TotalPopulationBySex,6,Instant replacement,PopTotal
1998,TotalPopulationBySex,7,Zero migration,LocID
1998,TotalPopulationBySex,7,Zero migration,Location
1998,TotalPopulationBySex,7,Zero migration,Time
1998,TotalPopulationBySex,7,Zero migration,MidPeriod
1998,TotalPopulationBySex,7,Zero migration,PopTotal
1998,TotalPopulationBySex,8,Constant mortality,LocID
1998,TotalPopulationBySex,8,Constant mortality,Location
1998,TotalPopulationBySex,8,Constant mortality,Time
1998,TotalPopulationBySex,8,Constant mortality,MidPeriod
1998,TotalPopulationBySex,8,Constant mortality,PopTotal
1998,TotalPopulationBySex,9,No change,LocID
1998,TotalPopulationBySex,9,No change,Location
1998,TotalPopulationBySex,9,No change,Time
1998,TotalPopulationBySex,9,No change,MidPeriod
1998,TotalPopulationBySex,9,No change,PopTotal
2000,Fertility_by_Age,2,Medium,LocID
2000,Fertility_by_Age,2,Medium,Location
2000,Fertility_by_Age,2,Medium,Time
2000,Fertility_by_Age,2,Medium,MidPeriod
2000,Fertility_by_Age,2,Medium,AgeGrp
2000,Fertility_by_Age,2,Medium,AgeGrpStart
2000,Fertility_by_Age,2,Medium,AgeGrpSpan
2000,Fertility_by_Age,2,Medium,ASFR
2000,Fertility_by_Age,2,Medium,Births
2000,Fertility_by_Age,2,Medium,PASFR
2000,Fertility_by_Age,3,High,LocID
2000,Fertility_by_Age,3,High,Location
2000,Fertility_by_Age,3,High,Time
2000,Fertility_by_Age,3,High,MidPeriod
2000,Fertility_by_Age,3,High,AgeGrp
2000,Fertility_by_Age,3,High,AgeGrpStart
2000,Fertility_by_Age,3,High,AgeGrpSpan
2000,Fertility_by_Age,3,High,ASFR
2000,Fertility_by_Age,3,High,Births
2000,Fertility_by_Age,3,High,PASFR
2000,Fertility_by_Age,4,Low,LocID
2000,Fertility_by_Age,4,Low,Location
2000,Fertility_by_Age,4,Low,Time
2000,Fertility_by_Age,4,Low,MidPeriod
2000,Fertility_by_Age,4,Low,AgeGrp
2000,Fertility_by_Age,4,Low,AgeGrpStart
2000,Fertility_by_Age,4,Low,AgeGrpSpan
2000,Fertility_by_Age,4,Low,ASFR
2000,Fertility_by_Age,4,Low,Births
2000,Fertility_by_Age,4,Low,PASFR
2000,Fertility_by_Age,5,Constant fertility,LocID
2000,Fertility_by_Age,5,Constant fertility,Location
2000,Fertility_by_Age,5,Constant fertility,Time
2000,Fertility_by_Age,5,Constant fertility,MidPeriod
2000,Fertility_by_Age,5,Constant fertility,AgeGrp
2000,Fertility_by_Age,5,Constant fertility,AgeGrpStart
2000,Fertility_by_Age,5,Constant fertility,AgeGrpSpan
2000,Fertility_by_Age,5,Constant fertility,ASFR
2000,Fertility_by_Age,5,Constant fertility,Births
